,invoice_id,line_item_id,user_id,item_id,item_name,item_category,price,created_at,paid_at
27,86000.0,303501.0,52574.0,759.0,reflective device,device,65.0,2015-05-06 14:49:42,2015-05-07 12:10:39
28,86000.0,350805.0,52574.0,2596.0,device wrapper,device,20.0,2015-05-06 14:49:42,2015-05-07 12:10:39
29,136975.0,353335.0,49657.0,471.0,dongle,dongle,30.0,2014-12-22 07:18:16,2014-12-21 06:29:12
30,217137.0,140361.0,207594.0,3629.0,digital apparatus opener,apparatus,165.0,2017-10-18 08:24:34,2017-10-18 08:06:34
31,217137.0,236657.0,207594.0,3057.0,analog apparatus,apparatus,270.0,2017-10-18 08:24:34,2017-10-18 08:06:34
32,326526.0,2580.0,32499.0,3736.0,extra-strength apparatus,apparatus,600.0,2014-07-26 02:29:45,2014-07-24 22:03:34
33,326526.0,298638.0,32499.0,2417.0,industrial-strength apparatus opener,apparatus,450.0,2014-07-26 02:29:45,2014-07-24 22:03:34
34,59557.0,340219.0,185468.0,936.0,rechargable apparatus wrapper,apparatus,156.0,2017-04-10 17:03:56,2017-04-10 21:43:23
35,59557.0,227744.0,185468.0,3455.0,organic apparatus,apparatus,450.0,2017-04-10 17:03:56,2017-04-10 21:43:23
36,59557.0,182875.0,185468.0,2425.0,apparatus,apparatus,300.0,2017-04-10 17:03:56,2017-04-10 21:43:23
37,59557.0,240976.0,185468.0,771.0,organic apparatus charger,apparatus,90.0,2017-04-10 17:03:56,2017-04-10 21:43:23
38,62501.0,2846.0,96931.0,1533.0,contraption storage_unit,contraption,625.0,2016-04-11 19:33:16,2016-04-12 21:16:42
39,62501.0,171393.0,96931.0,2362.0,reflective contraption warmer,contraption,357.5,2016-04-11 19:33:16,2016-04-12 21:16:42
40,62501.0,246616.0,96931.0,1953.0,miniature contraption,contraption,137.5,2016-04-11 19:33:16,2016-04-12 21:16:42
41,26020.0,352982.0,116901.0,2535.0,reflective dongle cleaner,dongle,23.4,2016-04-13 03:55:30,2016-04-14 23:14:41
42,26020.0,144835.0,116901.0,2589.0,miniature dongle cleaner,dongle,9.9,2016-04-13 03:55:30,2016-04-14 23:14:41
43,26020.0,124963.0,116901.0,943.0,extra-strength dongle,dongle,60.0,2016-04-13 03:55:30,2016-04-14 23:14:41
44,138844.0,165355.0,5735.0,2580.0,analog contraption,contraption,225.0,2013-11-08 00:18:22,2013-11-08 21:47:17
45,346753.0,290350.0,133645.0,2842.0,reflective instrument,instrument,57.2,2016-10-15 10:22:35,2016-10-14 06:20:56
46,387433.0,104681.0,219559.0,3051.0,instrument,instrument,44.0,2018-01-13 04:44:15,2018-01-13 19:58:53
47,387433.0,137444.0,219559.0,580.0,industrial-strength instrument cleaner,instrument,79.19999999999997,2018-01-13 04:44:15,2018-01-13 19:58:53
48,387433.0,276769.0,219559.0,3096.0,matte instrument wrapper,instrument,22.0,2018-01-13 04:44:15,2018-01-13 19:58:53
49,387433.0,290360.0,219559.0,3965.0,fuzzy instrument,instrument,44.0,2018-01-13 04:44:15,2018-01-13 19:58:53
50,275242.0,265040.0,95287.0,1603.0,apparatus,apparatus,300.0,2016-01-05 08:39:00,2016-01-03 11:37:47
51,275242.0,39449.0,95287.0,52.0,reflective apparatus opener,apparatus,195.0,2016-01-05 08:39:00,2016-01-03 11:37:47
52,275242.0,76805.0,95287.0,3391.0,fuzzy apparatus,apparatus,300.0,2016-01-05 08:39:00,2016-01-03 11:37:47
53,275242.0,176459.0,95287.0,918.0,fuzzy apparatus how-to-manual,apparatus,0.0,2016-01-05 08:39:00,2016-01-03 11:37:47
54,41247.0,97666.0,251476.0,1896.0,aerodynamic gadget charger,gadget,24.92,2017-12-22 12:24:27,2017-12-24 16:18:26
55,41247.0,112211.0,251476.0,2152.0,fuzzy gadget wrapper,gadget,35.6,2017-12-22 12:24:27,2017-12-24 16:18:26
56,272483.0,313476.0,92894.0,2241.0,aerodynamic widget opener,widget,2.1,2016-04-27 05:15:32,2016-04-30 01:35:04
57,272483.0,69746.0,92894.0,3142.0,rechargable widget refill,widget,3.120000000000001,2016-04-27 05:15:32,2016-04-30 01:35:04
58,162864.0,233428.0,135677.0,2899.0,extra-strength tool,tool,50.0,2016-10-08 05:12:58,2016-10-09 12:33:21
59,305749.0,365508.0,109381.0,2440.0,analog contraption opener,contraption,112.5,2016-01-09 11:37:15,2016-01-09 18:15:21
60,305749.0,260972.0,109381.0,2512.0,fuzzy contraption carrying_case,contraption,150.0,2016-01-09 11:37:15,2016-01-09 18:15:21
61,297971.0,86434.0,251250.0,1171.0,fuzzy module,module,100.0,2018-03-10 20:51:21,2018-03-12 15:22:54
62,297971.0,68437.0,251250.0,3904.0,reflective module opener,module,65.0,2018-03-10 20:51:21,2018-03-12 15:22:54
63,297971.0,126706.0,251250.0,2454.0,extra-strength module how-to-manual,module,0.0,2018-03-10 20:51:21,2018-03-12 15:22:54
64,297971.0,5315.0,251250.0,2590.0,matte module,module,125.0,2018-03-10 20:51:21,2018-03-12 15:22:54
65,277361.0,4792.0,269204.0,3207.0,industrial-strength dongle refill,dongle,72.0,2018-04-06 07:00:52,2018-04-04 12:38:30
66,277361.0,149257.0,269204.0,371.0,industrial-strength dongle opener,dongle,45.0,2018-04-06 07:00:52,2018-04-04 12:38:30
67,277361.0,225986.0,269204.0,3947.0,dongle cleaner,dongle,18.0,2018-04-06 07:00:52,2018-04-04 12:38:30
68,277361.0,106293.0,269204.0,1037.0,fuzzy dongle carrying_case,dongle,18.0,2018-04-06 07:00:52,2018-04-04 12:38:30
69,374247.0,283111.0,56056.0,1683.0,industrial-strength tool carrying_case,tool,45.0,2015-02-03 14:25:29,2015-02-04 15:41:23
70,336365.0,22776.0,126302.0,2174.0,glossy instrument,instrument,52.8,2016-10-06 16:22:52,2016-10-05 06:27:02
71,224552.0,389837.0,10358.0,1163.0,extra-strength gadget how-to-manual,gadget,0.0,2013-11-12 08:44:33,2013-11-10 14:53:52
72,344515.0,15060.0,26011.0,3814.0,industrial-strength module refill,module,240.0,2014-09-28 18:28:31,2014-09-27 01:02:05
73,344515.0,201694.0,26011.0,1166.0,miniature module storage_unit,module,137.5,2014-09-28 18:28:31,2014-09-27 01:02:05
74,283734.0,234116.0,188732.0,3978.0,fuzzy dongle,dongle,30.0,2017-04-08 12:25:21,2017-04-09 21:04:39
75,283734.0,283871.0,188732.0,1741.0,digital dongle,dongle,33.0,2017-04-08 12:25:21,2017-04-09 21:04:39
76,283734.0,121794.0,188732.0,2182.0,reflective dongle,dongle,39.0,2017-04-08 12:25:21,2017-04-09 21:04:39
77,214073.0,99215.0,226006.0,3841.0,organic apparatus,apparatus,450.0,2017-08-23 00:21:53,2017-08-21 19:45:20
78,214073.0,275568.0,226006.0,67.0,rechargable apparatus,apparatus,390.0,2017-08-23 00:21:53,2017-08-21 19:45:20
79,214073.0,263778.0,226006.0,1474.0,apparatus opener,apparatus,150.0,2017-08-23 00:21:53,2017-08-21 19:45:20
80,214073.0,77304.0,226006.0,475.0,miniature apparatus refill,apparatus,132.0,2017-08-23 00:21:53,2017-08-21 19:45:20
81,1347.0,181821.0,11244.0,404.0,industrial-strength instrument charger,instrument,26.4,2014-04-13 18:23:23,2014-04-15 01:09:57
82,1347.0,162128.0,11244.0,2996.0,instrument carrying_case,instrument,26.4,2014-04-13 18:23:23,2014-04-15 01:09:57
83,1347.0,13719.0,11244.0,3994.0,fuzzy instrument cleaner,instrument,26.4,2014-04-13 18:23:23,2014-04-15 01:09:57
84,338635.0,37663.0,203651.0,3831.0,glossy gadget storage_unit,gadget,267.0,2017-11-15 19:07:04,2017-11-18 03:03:41
85,338635.0,396611.0,203651.0,1530.0,matte gadget carrying_case,gadget,66.75,2017-11-15 19:07:04,2017-11-18 03:03:41
86,338635.0,227913.0,203651.0,3188.0,prize-winning gadget,gadget,97.9,2017-11-15 19:07:04,2017-11-18 03:03:41
87,338635.0,148830.0,203651.0,217.0,glossy gadget carrying_case,gadget,64.08,2017-11-15 19:07:04,2017-11-18 03:03:41
88,158247.0,2471.0,265315.0,283.0,prize-winning dongle carrying_case,dongle,19.8,2018-04-01 01:02:25,2018-03-31 13:12:18
89,158247.0,251841.0,265315.0,3987.0,rechargable dongle,dongle,39.0,2018-04-01 01:02:25,2018-03-31 13:12:18
90,158247.0,30402.0,265315.0,1902.0,analog dongle storage_unit,dongle,67.5,2018-04-01 01:02:25,2018-03-31 13:12:18
91,158247.0,395085.0,265315.0,835.0,matte dongle refill,dongle,30.0,2018-04-01 01:02:25,2018-03-31 13:12:18
92,232932.0,102375.0,16693.0,2079.0,gadget storage_unit,gadget,222.5,2014-04-05 21:31:45,2014-04-06 08:13:26
93,232932.0,334320.0,16693.0,217.0,glossy gadget carrying_case,gadget,64.08,2014-04-05 21:31:45,2014-04-06 08:13:26
94,232932.0,7064.0,16693.0,3673.0,extra-strength gadget,gadget,178.0,2014-04-05 21:31:45,2014-04-06 08:13:26
95,347206.0,299453.0,109927.0,511.0,extra-strength mechanism storage_unit,mechanism,75.0,2016-05-05 23:25:20,2016-05-07 18:00:49
96,347206.0,245912.0,109927.0,1132.0,aerodynamic mechanism,mechanism,21.0,2016-05-05 23:25:20,2016-05-07 18:00:49
97,347206.0,390789.0,109927.0,2949.0,glossy mechanism refill,mechanism,14.4,2016-05-05 23:25:20,2016-05-07 18:00:49
98,347206.0,258680.0,109927.0,2568.0,mechanism,mechanism,15.0,2016-05-05 23:25:20,2016-05-07 18:00:49
99,64887.0,397793.0,243114.0,2691.0,miniature apparatus,apparatus,165.0,2018-01-09 23:50:41,2018-01-10 09:58:45
100,64887.0,283281.0,243114.0,1327.0,extra-strength apparatus charger,apparatus,120.0,2018-01-09 23:50:41,2018-01-10 09:58:45
101,64887.0,63884.0,243114.0,2210.0,reflective apparatus,apparatus,390.0,2018-01-09 23:50:41,2018-01-10 09:58:45
102,228170.0,165083.0,73921.0,1953.0,miniature contraption,contraption,137.5,2015-07-28 19:20:06,2015-07-27 20:25:33
103,228170.0,4000.0,73921.0,3847.0,industrial-strength contraption,contraption,750.0,2015-07-28 19:20:06,2015-07-27 20:25:33
104,228170.0,182615.0,73921.0,3146.0,analog contraption charger,contraption,45.0,2015-07-28 19:20:06,2015-07-27 20:25:33
105,228170.0,193232.0,73921.0,3120.0,contraption carrying_case,contraption,150.0,2015-07-28 19:20:06,2015-07-27 20:25:33
106,165310.0,360585.0,134454.0,1273.0,industrial-strength tool cleaner,tool,45.0,2016-11-09 17:28:35,2016-11-08 20:35:20
107,165310.0,145454.0,134454.0,2328.0,reflective tool,tool,32.5,2016-11-09 17:28:35,2016-11-08 20:35:20
108,165310.0,284325.0,134454.0,1007.0,digital tool,tool,27.500000000000004,2016-11-09 17:28:35,2016-11-08 20:35:20
109,165310.0,71449.0,134454.0,267.0,aerodynamic tool refill,tool,28.0,2016-11-09 17:28:35,2016-11-08 20:35:20
110,136168.0,14256.0,5948.0,1409.0,analog dongle,dongle,27.0,2013-11-10 15:27:50,2013-11-12 18:53:57
111,136168.0,203875.0,5948.0,1994.0,extra-strength dongle wrapper,dongle,24.0,2013-11-10 15:27:50,2013-11-12 18:53:57
112,136168.0,140798.0,5948.0,680.0,prize-winning dongle,dongle,33.0,2013-11-10 15:27:50,2013-11-12 18:53:57
113,136168.0,298892.0,5948.0,2013.0,glossy dongle warmer,dongle,39.6,2013-11-10 15:27:50,2013-11-12 18:53:57
114,209864.0,2784.0,35952.0,30.0,reflective dongle opener,dongle,19.5,2014-12-12 16:53:50,2014-12-13 20:06:51
115,209864.0,236182.0,35952.0,1294.0,miniature dongle,dongle,16.5,2014-12-12 16:53:50,2014-12-13 20:06:51
116,149820.0,392017.0,55695.0,360.0,device refill,device,40.0,2015-04-03 00:39:30,2015-04-02 08:33:53
117,149820.0,178699.0,55695.0,501.0,extra-strength device carrying_case,device,60.0,2015-04-03 00:39:30,2015-04-02 08:33:53
118,164489.0,393395.0,47342.0,3625.0,industrial-strength tool charger,tool,15.0,2014-11-16 19:07:05,2014-11-18 23:00:11
119,164489.0,217960.0,47342.0,367.0,rechargable contraption,contraption,325.0,2014-11-16 19:07:05,2014-11-18 23:00:11
120,164489.0,53796.0,47342.0,2577.0,fuzzy apparatus,apparatus,300.0,2014-11-16 19:07:05,2014-11-18 23:00:11
121,164489.0,227283.0,47342.0,1490.0,analog widget carrying_case,widget,1.62,2014-11-16 19:07:05,2014-11-18 23:00:11
122,396687.0,18993.0,150636.0,1189.0,analog widget storage_unit,widget,6.75,2017-02-18 10:15:33,2017-02-17 14:12:51
123,396687.0,102450.0,150636.0,3498.0,matte widget charger,widget,0.7500000000000001,2017-02-18 10:15:33,2017-02-17 14:12:51
124,396687.0,231024.0,150636.0,1772.0,matte widget refill,widget,3.0000000000000004,2017-02-18 10:15:33,2017-02-17 14:12:51
125,396687.0,6960.0,150636.0,1796.0,industrial-strength widget storage_unit,widget,22.5,2017-02-18 10:15:33,2017-02-17 14:12:51
126,353382.0,342449.0,233556.0,1511.0,digital mechanism warmer,mechanism,18.15,2017-12-21 09:55:45,2017-12-21 19:59:37
127,353382.0,200530.0,233556.0,2600.0,miniature mechanism wrapper,mechanism,3.3000000000000003,2017-12-21 09:55:45,2017-12-21 19:59:37
128,353382.0,121538.0,233556.0,201.0,matte mechanism warmer,mechanism,20.625,2017-12-21 09:55:45,2017-12-21 19:59:37
129,353382.0,332462.0,233556.0,1319.0,mechanism charger,mechanism,3.0,2017-12-21 09:55:45,2017-12-21 19:59:37
130,189865.0,15708.0,173231.0,2967.0,aerodynamic mechanism refill,mechanism,16.799999999999994,2017-02-10 08:48:54,2017-02-13 01:42:20
131,189865.0,186845.0,173231.0,1121.0,analog mechanism,mechanism,13.5,2017-02-10 08:48:54,2017-02-13 01:42:20
132,364166.0,357483.0,41070.0,228.0,industrial-strength instrument opener,instrument,66.0,2015-03-20 22:29:25,2015-03-23 12:26:26
133,364166.0,353614.0,41070.0,3497.0,organic instrument storage_unit,instrument,165.0,2015-03-20 22:29:25,2015-03-23 12:26:26
134,364166.0,278797.0,41070.0,612.0,industrial-strength instrument carrying_case,instrument,79.19999999999997,2015-03-20 22:29:25,2015-03-23 12:26:26
135,352412.0,4287.0,25305.0,3509.0,apparatus how-to-manual,apparatus,0.0,2014-07-11 01:41:19,2014-07-13 07:39:28
136,352412.0,159167.0,25305.0,1540.0,extra-strength apparatus wrapper,apparatus,240.0,2014-07-11 01:41:19,2014-07-13 07:39:28
137,316290.0,17571.0,222449.0,1685.0,prize-winning module carrying_case,module,66.0,2017-12-06 18:50:43,2017-12-06 02:33:41
138,183770.0,197003.0,240063.0,1207.0,miniature dongle storage_unit,dongle,41.25,2017-12-30 07:05:21,2018-01-01 20:31:50
139,336685.0,292621.0,279997.0,1357.0,prize-winning mechanism warmer,mechanism,18.15,2018-05-10 08:32:44,2018-05-13 06:20:48
140,15543.0,369217.0,170072.0,3160.0,digital apparatus,apparatus,330.0,2016-11-24 12:16:53,2016-11-25 08:29:01
141,15543.0,215445.0,170072.0,3244.0,industrial-strength apparatus wrapper,apparatus,360.0,2016-11-24 12:16:53,2016-11-25 08:29:01
142,15543.0,222846.0,170072.0,3952.0,prize-winning apparatus charger,apparatus,66.0,2016-11-24 12:16:53,2016-11-25 08:29:01
143,15543.0,224110.0,170072.0,730.0,organic apparatus carrying_case,apparatus,270.0,2016-11-24 12:16:53,2016-11-25 08:29:01
144,301416.0,164056.0,259607.0,1576.0,glossy module wrapper,module,48.0,2018-04-20 02:37:14,2018-04-23 02:17:05
145,207820.0,324921.0,14861.0,1533.0,contraption storage_unit,contraption,625.0,2014-04-12 12:18:40,2014-04-14 20:50:02
146,207820.0,100211.0,14861.0,1055.0,contraption,contraption,250.0,2014-04-12 12:18:40,2014-04-14 20:50:02
147,207820.0,383226.0,14861.0,1375.0,industrial-strength contraption,contraption,750.0,2014-04-12 12:18:40,2014-04-14 20:50:02
148,207820.0,395682.0,14861.0,183.0,prize-winning contraption storage_unit,contraption,687.5,2014-04-12 12:18:40,2014-04-14 20:50:02
149,120647.0,30665.0,156766.0,2789.0,mechanism,mechanism,15.0,2016-10-02 06:55:03,2016-10-05 04:29:56
150,120647.0,165551.0,156766.0,2368.0,reflective mechanism how-to-manual,mechanism,0.0,2016-10-02 06:55:03,2016-10-05 04:29:56
151,120647.0,119740.0,156766.0,1511.0,digital mechanism warmer,mechanism,18.15,2016-10-02 06:55:03,2016-10-05 04:29:56
152,329116.0,366729.0,126105.0,2115.0,matte mechanism,mechanism,18.75,2016-10-09 22:01:07,2016-10-09 16:53:35
153,329116.0,390942.0,126105.0,178.0,matte mechanism carrying_case,mechanism,11.25,2016-10-09 22:01:07,2016-10-09 16:53:35
154,152349.0,24190.0,105475.0,3279.0,glossy apparatus,apparatus,360.0,2016-01-08 07:07:24,2016-01-11 04:42:14
155,147026.0,46234.0,163624.0,2830.0,reflective instrument storage_unit,instrument,143.0,2017-04-13 11:00:40,2017-04-13 23:48:42
156,147026.0,202706.0,163624.0,1671.0,glossy instrument,instrument,52.8,2017-04-13 11:00:40,2017-04-13 23:48:42
157,147026.0,142579.0,163624.0,314.0,rechargable instrument carrying_case,instrument,34.32,2017-04-13 11:00:40,2017-04-13 23:48:42
158,147026.0,287273.0,163624.0,895.0,rechargable instrument wrapper,instrument,22.88000000000001,2017-04-13 11:00:40,2017-04-13 23:48:42
159,276233.0,201650.0,18390.0,2508.0,aerodynamic dongle,dongle,42.0,2014-08-12 00:52:24,2014-08-10 17:36:07
160,276233.0,168195.0,18390.0,1260.0,organic dongle,dongle,45.0,2014-08-12 00:52:24,2014-08-10 17:36:07
161,276233.0,165294.0,18390.0,1534.0,dongle,dongle,30.0,2014-08-12 00:52:24,2014-08-10 17:36:07
162,51840.0,304293.0,88366.0,3801.0,organic instrument,instrument,66.0,2016-03-06 06:12:16,2016-03-04 09:00:21
163,94309.0,362627.0,252143.0,750.0,industrial-strength tool,tool,75.0,2018-02-16 00:29:15,2018-02-16 21:22:40
164,94309.0,124272.0,252143.0,1210.0,tool how-to-manual,tool,0.0,2018-02-16 00:29:15,2018-02-16 21:22:40
165,94309.0,342434.0,252143.0,1110.0,organic tool charger,tool,7.5,2018-02-16 00:29:15,2018-02-16 21:22:40
166,94309.0,76999.0,252143.0,2882.0,fuzzy tool,tool,25.0,2018-02-16 00:29:15,2018-02-16 21:22:40
167,154364.0,176422.0,150744.0,3428.0,reflective tool opener,tool,16.25,2017-01-24 15:56:18,2017-01-22 22:35:37
168,154364.0,86121.0,150744.0,349.0,prize-winning tool,tool,27.500000000000004,2017-01-24 15:56:18,2017-01-22 22:35:37
169,261923.0,252043.0,202031.0,2160.0,extra-strength tool carrying_case,tool,30.0,2017-06-03 09:09:08,2017-06-06 06:40:06
170,261923.0,359382.0,202031.0,3381.0,analog tool wrapper,tool,9.0,2017-06-03 09:09:08,2017-06-06 06:40:06
171,6421.0,385221.0,205966.0,3670.0,fuzzy dongle,dongle,30.0,2017-12-02 00:41:30,2017-12-01 08:21:13
172,6421.0,18528.0,205966.0,3452.0,dongle storage_unit,dongle,75.0,2017-12-02 00:41:30,2017-12-01 08:21:13
173,6421.0,392807.0,205966.0,2299.0,rechargable dongle,dongle,39.0,2017-12-02 00:41:30,2017-12-01 08:21:13
174,253636.0,360160.0,161616.0,1734.0,digital gadget storage_unit,gadget,244.75000000000003,2017-04-22 13:00:19,2017-04-23 22:04:41
175,253636.0,185327.0,161616.0,3336.0,industrial-strength gadget charger,gadget,53.40000000000001,2017-04-22 13:00:19,2017-04-23 22:04:41
176,253636.0,215904.0,161616.0,3698.0,glossy gadget storage_unit,gadget,267.0,2017-04-22 13:00:19,2017-04-23 22:04:41
177,253636.0,300641.0,161616.0,1436.0,miniature gadget cleaner,gadget,29.37,2017-04-22 13:00:19,2017-04-23 22:04:41
178,134307.0,249067.0,133927.0,2859.0,rechargable gadget cleaner,gadget,69.42,2016-10-27 04:41:57,2016-10-26 18:22:25
179,134307.0,371157.0,133927.0,1115.0,gadget storage_unit,gadget,222.5,2016-10-27 04:41:57,2016-10-26 18:22:25
180,44424.0,154591.0,15730.0,1235.0,organic mechanism,mechanism,22.5,2014-03-27 13:07:52,2014-03-30 09:16:07
181,10993.0,143376.0,80052.0,3781.0,reflective instrument storage_unit,instrument,143.0,2016-01-17 10:29:32,2016-01-17 07:00:24
182,10993.0,282823.0,80052.0,3353.0,rechargable mechanism cleaner,mechanism,11.7,2016-01-17 10:29:32,2016-01-17 07:00:24
183,10993.0,98295.0,80052.0,1238.0,mechanism opener,mechanism,7.5,2016-01-17 10:29:32,2016-01-17 07:00:24
184,291667.0,209078.0,166747.0,946.0,matte mechanism,mechanism,18.75,2016-11-24 21:14:13,2016-11-25 04:59:10
185,291667.0,88568.0,166747.0,2722.0,mechanism,mechanism,15.0,2016-11-24 21:14:13,2016-11-25 04:59:10
186,291667.0,321272.0,166747.0,1575.0,organic mechanism wrapper,mechanism,9.0,2016-11-24 21:14:13,2016-11-25 04:59:10
187,271082.0,235109.0,14409.0,982.0,miniature module carrying_case,module,33.0,2014-05-08 00:36:11,2014-05-08 15:01:24
188,271082.0,388434.0,14409.0,1472.0,reflective module,module,130.0,2014-05-08 00:36:11,2014-05-08 15:01:24
189,314572.0,100299.0,281892.0,2078.0,industrial-strength tool,tool,75.0,2018-05-14 20:35:11,2018-05-14 21:40:07
190,314572.0,106712.0,281892.0,2353.0,rechargable tool,tool,32.5,2018-05-14 20:35:11,2018-05-14 21:40:07
191,314572.0,20307.0,281892.0,3277.0,tool,tool,25.0,2018-05-14 20:35:11,2018-05-14 21:40:07
192,314572.0,25474.0,281892.0,1397.0,tool,tool,25.0,2018-05-14 20:35:11,2018-05-14 21:40:07
193,374882.0,255007.0,140395.0,3812.0,rechargable device cleaner,device,39.0,2016-10-18 20:47:29,2016-10-18 09:58:50
194,44172.0,192933.0,145493.0,602.0,prize-winning instrument,instrument,48.40000000000001,2016-07-30 02:28:37,2016-07-28 13:13:17
195,44172.0,385101.0,145493.0,3362.0,matte instrument,instrument,55.0,2016-07-30 02:28:37,2016-07-28 13:13:17
196,44172.0,285219.0,145493.0,2584.0,industrial-strength instrument,instrument,132.0,2016-07-30 02:28:37,2016-07-28 13:13:17
197,245615.0,229127.0,112915.0,1982.0,extra-strength gadget wrapper,gadget,71.2,2016-05-14 01:42:13,2016-05-14 06:07:01
198,245615.0,384894.0,112915.0,564.0,gadget wrapper,gadget,35.6,2016-05-14 01:42:13,2016-05-14 06:07:01
199,343211.0,258609.0,34502.0,1257.0,tool warmer,tool,27.500000000000004,2015-01-23 03:06:54,2015-01-24 14:08:53
200,264489.0,302039.0,25635.0,1648.0,digital instrument warmer,instrument,53.24000000000001,2014-08-09 07:10:27,2014-08-12 00:21:24
201,264489.0,185360.0,25635.0,482.0,instrument refill,instrument,35.2,2014-08-09 07:10:27,2014-08-12 00:21:24
202,264489.0,334197.0,25635.0,314.0,rechargable instrument carrying_case,instrument,34.32,2014-08-09 07:10:27,2014-08-12 00:21:24
203,229767.0,226742.0,140243.0,914.0,aerodynamic gadget charger,gadget,24.92,2016-08-07 21:28:25,2016-08-06 16:57:16
204,186109.0,285741.0,91112.0,2332.0,rechargable device,device,65.0,2015-12-26 09:48:22,2015-12-26 14:45:22
205,186109.0,392200.0,91112.0,236.0,industrial-strength device cleaner,device,90.0,2015-12-26 09:48:22,2015-12-26 14:45:22
206,220968.0,178066.0,115986.0,3794.0,glossy module,module,120.0,2016-08-08 12:04:35,2016-08-10 02:34:24
207,220968.0,124476.0,115986.0,1234.0,fuzzy module wrapper,module,40.0,2016-08-08 12:04:35,2016-08-10 02:34:24
208,52273.0,236156.0,242541.0,450.0,analog device wrapper,device,18.0,2018-03-09 22:36:48,2018-03-10 02:53:33
209,52273.0,266575.0,242541.0,216.0,digital device,device,55.00000000000001,2018-03-09 22:36:48,2018-03-10 02:53:33
210,52273.0,332908.0,242541.0,2719.0,extra-strength device,device,100.0,2018-03-09 22:36:48,2018-03-10 02:53:33
211,91721.0,302659.0,200164.0,3747.0,contraption,contraption,250.0,2017-10-12 12:35:29,2017-10-14 12:44:01
212,91721.0,295587.0,200164.0,1031.0,prize-winning contraption carrying_case,contraption,165.0,2017-10-12 12:35:29,2017-10-14 12:44:01
